DIRECTORIO,P6020,P6040,P6051,P5502,P767,P6081,P6083,P1895,P1896,P1897,P1898,P1899,P3175,P1901,P1903,P1904,P1905,P1927
7379102,1,71,5,4.0,,2,2,9.0,9.0,9.0,9.0,8.0,9.0,9.0,0.0,1.0,9.0,9.0
7379104,1,80,1,3.0,,3,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
7379105,1,84,1,2.0,30.0,3,2,10.0,8.0,9.0,9.0,9.0,8.0,9.0,1.0,2.0,9.0,8.0
7379105,2,67,2,2.0,,3,2,9.0,0.0,10.0,10.0,0.0,10.0,8.0,6.0,0.0,10.0,7.0
7379107,2,64,1,3.0,,2,2,8.0,0.0,7.0,10.0,0.0,10.0,7.0,7.0,4.0,10.0,6.0
7379111,1,63,2,2.0,,3,2,10.0,0.0,10.0,10.0,2.0,10.0,7.0,4.0,3.0,10.0,7.0
7379124,2,72,1,5.0,,3,3,10.0,0.0,10.0,10.0,0.0,10.0,8.0,3.0,0.0,10.0,8.0
7379125,1,63,1,5.0,,3,2,10.0,0.0,0.0,10.0,0.0,10.0,6.0,8.0,3.0,10.0,8.0
7379126,1,63,1,2.0,14.0,3,2,8.0,0.0,10.0,10.0,2.0,10.0,7.0,10.0,3.0,10.0,8.0
7379128,2,73,2,2.0,,3,3,8.0,0.0,7.0,10.0,0.0,7.0,5.0,10.0,5.0,10.0,6.0
7379128,1,67,1,2.0,20.0,3,3,7.0,0.0,6.0,10.0,0.0,7.0,6.0,10.0,5.0,10.0,7.0
7379133,1,60,1,2.0,,3,3,10.0,0.0,10.0,10.0,3.0,10.0,7.0,6.0,0.0,10.0,7.0
7379136,2,61,1,5.0,,3,2,8.0,3.0,6.0,2.0,4.0,9.0,5.0,6.0,4.0,9.0,7.0
7379144,1,64,1,6.0,,2,2,7.0,8.0,7.0,5.0,5.0,8.0,7.0,7.0,5.0,9.0,8.0
7379145,2,64,1,4.0,,2,2,8.0,8.0,8.0,8.0,8.0,9.0,8.0,4.0,3.0,9.0,7.0
7379147,1,63,2,2.0,,2,2,8.0,7.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0
7379151,2,88,1,3.0,,3,3,7.0,7.0,7.0,3.0,7.0,7.0,6.0,3.0,3.0,8.0,8.0
7379152,2,62,1,5.0,,2,2,8.0,3.0,8.0,6.0,6.0,8.0,9.0,2.0,2.0,10.0,9.0
7379153,1,75,1,5.0,,2,3,9.0,9.0,2.0,8.0,8.0,7.0,8.0,1.0,6.0,10.0,10.0
7379154,1,66,1,6.0,,3,3,8.0,3.0,8.0,7.0,9.0,8.0,10.0,2.0,2.0,10.0,10.0
7379154,2,64,2,6.0,,3,3,8.0,4.0,10.0,9.0,7.0,8.0,9.0,2.0,1.0,9.0,8.0
7379155,1,61,7,5.0,,3,3,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0
7379158,2,74,1,3.0,,3,3,7.0,8.0,7.0,7.0,6.0,5.0,7.0,0.0,7.0,7.0,7.0
7379160,2,72,1,3.0,,3,3,8.0,99.0,7.0,8.0,8.0,7.0,7.0,7.0,0.0,7.0,8.0
7379164,1,70,1,6.0,,2,2,9.0,9.0,8.0,5.0,9.0,8.0,8.0,8.0,4.0,9.0,8.0
7379164,2,79,2,6.0,,2,2,9.0,8.0,8.0,8.0,8.0,9.0,8.0,5.0,4.0,8.0,8.0
7379169,2,66,1,4.0,,2,2,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,6.0,5.0,6.0
7379171,2,87,5,3.0,,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0
7379176,2,68,1,4.0,,3,3,7.0,7.0,7.0,8.0,8.0,7.0,8.0,3.0,3.0,9.0,8.0
7379182,1,68,1,2.0,54.0,3,3,7.0,7.0,7.0,6.0,7.0,7.0,7.0,3.0,4.0,7.0,6.0
7379182,2,65,2,2.0,30.0,2,3,6.0,9.0,7.0,3.0,4.0,9.0,8.0,3.0,3.0,7.0,8.0
7379184,1,60,1,2.0,,3,3,7.0,7.0,7.0,6.0,6.0,6.0,6.0,3.0,7.0,8.0,7.0
7379195,2,66,2,2.0,7.0,2,2,6.0,99.0,3.0,4.0,1.0,5.0,6.0,1.0,7.0,7.0,6.0
7379195,1,69,1,2.0,22.0,3,2,8.0,8.0,8.0,6.0,7.0,8.0,8.0,3.0,2.0,10.0,8.0
7379197,2,70,2,2.0,,3,3,5.0,5.0,5.0,6.0,5.0,6.0,7.0,4.0,3.0,8.0,4.0
7379197,1,77,1,2.0,,3,3,6.0,5.0,5.0,7.0,4.0,5.0,5.0,2.0,5.0,6.0,5.0
7379200,2,62,1,4.0,,3,3,8.0,6.0,7.0,8.0,8.0,8.0,6.0,0.0,0.0,10.0,9.0
7379201,2,85,6,3.0,,3,3,8.0,99.0,7.0,8.0,8.0,10.0,7.0,0.0,0.0,10.0,10.0
7379204,1,87,5,3.0,,3,3,6.0,99.0,7.0,8.0,8.0,9.0,6.0,0.0,0.0,9.0,9.0
7379206,2,65,1,2.0,,3,3,4.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0
7379206,1,66,2,2.0,,3,3,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,7.0,4.0
7379208,1,68,1,2.0,,3,2,7.0,5.0,7.0,8.0,5.0,8.0,4.0,0.0,0.0,10.0,8.0
7379215,1,60,1,4.0,,3,3,7.0,5.0,6.0,7.0,6.0,8.0,4.0,0.0,0.0,10.0,10.0
7379222,1,70,1,2.0,,3,2,8.0,5.0,6.0,4.0,6.0,8.0,6.0,3.0,7.0,6.0,6.0
7379222,2,67,2,2.0,37.0,2,3,6.0,7.0,7.0,5.0,6.0,6.0,8.0,7.0,3.0,7.0,7.0
7379244,1,75,1,6.0,,3,3,6.0,7.0,3.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0
7379244,2,62,2,6.0,,3,3,7.0,7.0,3.0,7.0,5.0,7.0,7.0,2.0,3.0,7.0,7.0
7379246,2,79,2,6.0,,3,3,7.0,5.0,6.0,7.0,5.0,6.0,8.0,2.0,3.0,10.0,9.0
7379246,1,79,1,6.0,,3,3,7.0,5.0,5.0,7.0,5.0,8.0,10.0,0.0,0.0,9.0,9.0
7379247,2,72,1,4.0,,3,3,6.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0
7379248,2,61,1,4.0,,3,2,7.0,99.0,7.0,5.0,8.0,7.0,7.0,3.0,0.0,10.0,8.0
7379252,1,79,1,3.0,68.0,3,3,9.0,8.0,8.0,6.0,7.0,7.0,3.0,7.0,0.0,10.0,6.0
7379253,2,74,5,4.0,,3,3,8.0,5.0,5.0,6.0,8.0,8.0,5.0,0.0,0.0,10.0,8.0
7379254,1,62,2,2.0,,2,3,6.0,10.0,5.0,3.0,8.0,7.0,4.0,8.0,0.0,10.0,6.0
7379254,2,62,1,2.0,40.0,3,3,9.0,6.0,7.0,1.0,8.0,8.0,6.0,8.0,0.0,10.0,6.0
7379255,1,74,1,3.0,,3,3,5.0,6.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,5.0,5.0
7379257,1,66,1,2.0,,3,3,5.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0
7379259,2,84,1,3.0,,3,3,9.0,6.0,8.0,6.0,8.0,9.0,6.0,0.0,0.0,10.0,9.0
7379261,2,71,1,4.0,,3,3,5.0,5.0,5.0,8.0,5.0,7.0,5.0,3.0,3.0,7.0,6.0
7379264,2,60,1,4.0,,3,3,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
7379265,2,61,1,2.0,,3,3,7.0,4.0,5.0,4.0,5.0,8.0,6.0,3.0,0.0,10.0,8.0
7379266,2,68,1,3.0,,3,3,5.0,4.0,5.0,6.0,8.0,8.0,5.0,0.0,0.0,10.0,8.0
7379267,2,62,1,3.0,,2,2,7.0,6.0,7.0,7.0,4.0,7.0,7.0,3.0,3.0,6.0,6.0
7379274,1,69,1,2.0,,3,3,4.0,4.0,5.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,5.0
7379275,1,64,3,5.0,,3,1,8.0,99.0,6.0,7.0,8.0,9.0,8.0,2.0,0.0,10.0,8.0
7379275,2,85,1,3.0,,3,3,8.0,7.0,4.0,6.0,8.0,8.0,7.0,3.0,0.0,10.0,9.0
7379276,1,69,1,2.0,,3,3,6.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
7379276,2,67,2,2.0,,3,3,5.0,6.0,5.0,6.0,4.0,5.0,6.0,4.0,3.0,8.0,7.0
7379277,1,67,1,2.0,,3,2,7.0,4.0,5.0,5.0,6.0,9.0,7.0,3.0,0.0,10.0,9.0
7379277,2,74,2,2.0,,3,3,8.0,4.0,5.0,6.0,8.0,8.0,6.0,2.0,0.0,10.0,9.0
7379293,1,60,1,2.0,,3,3,5.0,6.0,4.0,5.0,6.0,8.0,5.0,4.0,4.0,5.0,6.0
7379297,2,74,1,3.0,,3,3,5.0,99.0,4.0,6.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0
7379299,2,66,2,6.0,,3,3,7.0,8.0,6.0,6.0,6.0,6.0,7.0,3.0,3.0,7.0,7.0
7379299,1,66,1,6.0,61.0,3,3,7.0,4.0,6.0,5.0,6.0,4.0,5.0,3.0,7.0,7.0,6.0
7379303,1,74,1,2.0,70.0,3,3,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0
7379314,2,81,1,4.0,,3,3,9.0,6.0,5.0,5.0,8.0,9.0,9.0,0.0,0.0,10.0,9.0
7379316,1,60,1,2.0,,3,2,7.0,6.0,7.0,7.0,6.0,6.0,7.0,3.0,3.0,7.0,6.0
7379316,2,64,2,2.0,,3,2,8.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,6.0,7.0
7379317,1,60,1,2.0,,3,2,7.0,6.0,8.0,10.0,9.0,8.0,9.0,2.0,1.0,10.0,9.0
7379319,2,80,1,3.0,2.0,3,3,8.0,99.0,8.0,7.0,8.0,7.0,8.0,5.0,5.0,7.0,7.0
7379321,2,78,1,3.0,,3,3,5.0,6.0,7.0,4.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0
7379328,2,67,1,4.0,,3,3,8.0,5.0,7.0,6.0,8.0,7.0,5.0,3.0,0.0,10.0,6.0
7379341,1,60,1,4.0,5.0,3,3,8.0,7.0,7.0,8.0,8.0,9.0,8.0,2.0,2.0,8.0,9.0
7379343,2,63,14,3.0,,3,2,8.0,7.0,5.0,7.0,8.0,9.0,0.0,4.0,0.0,10.0,8.0
7379364,2,66,1,5.0,,3,3,7.0,99.0,7.0,5.0,6.0,4.0,6.0,5.0,4.0,8.0,4.0
7379369,1,62,1,2.0,,2,2,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,8.0,8.0
7379369,2,61,2,2.0,30.0,3,3,9.0,99.0,8.0,8.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0
7379372,2,82,2,6.0,48.0,3,3,9.0,99.0,9.0,8.0,1.0,7.0,8.0,3.0,4.0,9.0,8.0
7379372,1,85,1,6.0,49.0,3,3,9.0,3.0,7.0,8.0,4.0,9.0,8.0,4.0,4.0,8.0,9.0
7379373,2,67,2,6.0,,2,2,10.0,10.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0
7379373,1,70,1,6.0,,3,3,8.0,8.0,7.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0
7379380,2,65,1,5.0,60.0,3,2,8.0,99.0,7.0,8.0,4.0,7.0,7.0,5.0,0.0,10.0,7.0
7379383,2,72,1,4.0,,3,3,10.0,9.0,7.0,10.0,10.0,10.0,10.0,1.0,0.0,10.0,9.0
7379385,1,72,1,6.0,,3,2,6.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,5.0,7.0,9.0
7379385,2,74,2,6.0,70.0,3,3,6.0,99.0,6.0,6.0,6.0,7.0,8.0,8.0,4.0,7.0,9.0
7379386,2,70,9,4.0,,3,3,10.0,9.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,9.0
7379388,1,68,1,6.0,,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0
7379388,2,65,2,6.0,,3,3,9.0,99.0,9.0,9.0,9.0,9.0,10.0,0.0,0.0,9.0,9.0
7379389,2,63,1,4.0,39.0,3,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0
7379391,2,61,1,4.0,23.0,3,3,8.0,3.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,9.0,7.0
7379392,2,71,5,4.0,13.0,3,3,7.0,9.0,5.0,8.0,5.0,7.0,5.0,5.0,5.0,10.0,8.0
7379398,1,77,1,6.0,49.0,3,3,9.0,9.0,8.0,9.0,3.0,8.0,8.0,2.0,2.0,8.0,8.0
7379398,2,70,2,6.0,46.0,3,3,8.0,9.0,9.0,9.0,2.0,8.0,8.0,1.0,1.0,9.0,9.0
7379399,2,75,1,3.0,22.0,3,3,9.0,7.0,9.0,8.0,3.0,8.0,8.0,2.0,2.0,8.0,8.0
7379402,2,74,1,6.0,50.0,3,3,8.0,7.0,7.0,8.0,5.0,8.0,8.0,7.0,4.0,8.0,10.0
7379402,1,83,2,6.0,40.0,3,3,8.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,5.0,8.0,6.0
7379404,2,73,14,5.0,35.0,3,3,6.0,8.0,5.0,8.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0
7379404,2,78,1,5.0,35.0,3,3,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,5.0,4.0,9.0
7379405,2,62,2,2.0,,3,3,6.0,99.0,3.0,5.0,3.0,6.0,5.0,6.0,4.0,8.0,8.0
7379405,1,79,1,2.0,50.0,3,3,9.0,8.0,9.0,7.0,3.0,8.0,8.0,5.0,5.0,8.0,9.0
7379409,2,90,9,3.0,8.0,3,3,1.0,99.0,2.0,9.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0
7379411,2,69,1,5.0,,2,2,8.0,8.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,10.0,10.0
7379412,1,61,1,6.0,,2,2,8.0,8.0,9.0,8.0,8.0,7.0,9.0,0.0,0.0,10.0,8.0
7379420,1,63,1,4.0,,3,3,6.0,6.0,7.0,8.0,6.0,10.0,7.0,3.0,3.0,7.0,6.0
7379421,2,81,2,2.0,50.0,3,3,8.0,99.0,7.0,8.0,7.0,8.0,8.0,0.0,0.0,9.0,9.0
7379421,1,82,1,2.0,65.0,3,3,8.0,99.0,7.0,8.0,7.0,8.0,8.0,0.0,0.0,10.0,9.0
7379422,1,62,1,6.0,,2,2,9.0,7.0,8.0,8.0,8.0,7.0,8.0,0.0,0.0,9.0,8.0
7379422,2,61,2,6.0,,2,2,9.0,99.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,8.0
7379423,1,73,5,3.0,3.0,2,2,8.0,99.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,9.0
7379425,1,77,1,2.0,58.0,3,3,8.0,8.0,7.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,8.0
7379425,2,67,2,2.0,,2,2,8.0,99.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0,9.0
7379426,2,66,1,5.0,,2,2,10.0,10.0,7.0,9.0,9.0,8.0,10.0,0.0,0.0,10.0,10.0
7379428,2,73,1,3.0,,2,2,8.0,5.0,7.0,8.0,8.0,8.0,8.0,1.0,0.0,8.0,8.0
7379429,2,64,1,3.0,,2,2,8.0,99.0,7.0,8.0,8.0,8.0,8.0,0.0,0.0,10.0,8.0
7379430,2,71,2,6.0,,2,2,8.0,99.0,8.0,8.0,8.0,7.0,7.0,0.0,0.0,9.0,8.0
7379430,1,72,1,6.0,,2,2,8.0,99.0,7.0,8.0,7.0,8.0,8.0,0.0,0.0,9.0,9.0
7379431,1,67,1,2.0,17.0,2,2,8.0,8.0,8.0,8.0,7.0,7.0,7.0,0.0,0.0,9.0,8.0
7379431,2,69,2,2.0,,2,2,8.0,99.0,8.0,8.0,8.0,8.0,9.0,0.0,0.0,8.0,9.0
7379434,1,89,1,3.0,65.0,3,3,9.0,99.0,8.0,8.0,7.0,8.0,8.0,0.0,0.0,9.0,9.0
7379434,1,62,3,5.0,,1,3,8.0,7.0,8.0,8.0,7.0,7.0,8.0,0.0,0.0,9.0,8.0
7379438,1,60,3,5.0,,3,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,8.0
7379438,2,84,1,3.0,65.0,3,3,8.0,99.0,7.0,8.0,7.0,7.0,8.0,0.0,0.0,9.0,9.0
7379439,2,64,1,5.0,,2,2,8.0,99.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,8.0
7379441,1,68,1,6.0,,2,2,8.0,6.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,10.0,8.0
7379441,2,62,2,6.0,50.0,2,2,8.0,99.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0,9.0
7379447,2,66,1,2.0,30.0,3,2,8.0,4.0,7.0,10.0,7.0,10.0,7.0,3.0,0.0,8.0,6.0
7379447,1,94,2,2.0,20.0,3,3,7.0,2.0,4.0,10.0,6.0,10.0,4.0,0.0,4.0,4.0,6.0
7379450,2,63,1,5.0,,3,3,5.0,5.0,8.0,8.0,5.0,8.0,8.0,6.0,5.0,6.0,6.0
7379451,1,63,1,6.0,,3,2,8.0,8.0,8.0,8.0,8.0,8.0,10.0,2.0,2.0,10.0,10.0
7379452,2,62,2,2.0,,3,3,8.0,3.0,4.0,10.0,9.0,7.0,7.0,0.0,0.0,7.0,7.0
7379453,2,98,5,3.0,75.0,3,3,8.0,99.0,6.0,8.0,7.0,7.0,7.0,0.0,0.0,8.0,10.0
7379455,1,73,1,2.0,50.0,3,2,8.0,8.0,8.0,7.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0
7379455,2,60,2,2.0,48.0,2,2,8.0,99.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0,7.0
7379457,2,66,1,4.0,,2,2,8.0,4.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,10.0,8.0
7379458,2,73,7,5.0,35.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,7.0,0.0,0.0,10.0,10.0
7379458,1,71,1,4.0,35.0,3,3,10.0,10.0,9.0,10.0,10.0,10.0,8.0,0.0,0.0,10.0,10.0
7379459,1,73,1,4.0,16.0,2,2,7.0,8.0,8.0,7.0,8.0,8.0,7.0,2.0,0.0,9.0,8.0
7379460,1,73,1,5.0,15.0,3,3,8.0,7.0,8.0,8.0,8.0,7.0,8.0,0.0,0.0,10.0,10.0
7379462,1,70,1,4.0,4.0,3,3,8.0,8.0,8.0,8.0,8.0,7.0,9.0,0.0,0.0,10.0,10.0
7379468,2,61,1,3.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,9.0,0.0,0.0,10.0,10.0
7379469,2,79,5,3.0,,2,2,8.0,99.0,6.0,8.0,8.0,8.0,8.0,1.0,0.0,9.0,9.0
7379469,1,63,1,4.0,,3,1,8.0,99.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0
7379471,2,87,1,3.0,50.0,3,3,8.0,99.0,6.0,7.0,8.0,8.0,7.0,0.0,0.0,10.0,9.0
7379473,2,87,2,6.0,48.0,3,3,6.0,4.0,4.0,8.0,5.0,5.0,7.0,5.0,3.0,6.0,7.0
7379473,1,77,1,6.0,55.0,3,3,7.0,4.0,5.0,10.0,6.0,7.0,8.0,0.0,0.0,6.0,7.0
7379476,2,76,1,3.0,52.0,3,3,9.0,3.0,7.0,10.0,7.0,10.0,6.0,2.0,2.0,7.0,7.0
7379488,2,73,1,4.0,,3,3,8.0,8.0,8.0,7.0,8.0,7.0,8.0,0.0,0.0,10.0,10.0
7379505,2,81,5,3.0,50.0,3,3,10.0,10.0,6.0,10.0,8.0,9.0,10.0,0.0,0.0,8.0,5.0
7379510,1,73,1,2.0,40.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,6.0
7379510,2,69,2,2.0,,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,7.0
7379511,2,61,1,4.0,,3,3,10.0,8.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,9.0,8.0
7379516,1,66,1,5.0,,3,1,8.0,5.0,9.0,7.0,8.0,8.0,9.0,1.0,0.0,9.0,8.0
7379516,2,92,5,3.0,,3,3,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
7379517,2,95,1,3.0,,3,3,9.0,2.0,7.0,7.0,2.0,9.0,9.0,2.0,1.0,9.0,10.0
7379517,1,64,3,5.0,,3,1,9.0,6.0,6.0,7.0,6.0,8.0,8.0,4.0,1.0,7.0,8.0
7379519,1,68,1,3.0,44.0,1,3,8.0,5.0,10.0,10.0,9.0,10.0,10.0,0.0,0.0,0.0,9.0
7379519,1,91,5,3.0,44.0,3,3,10.0,2.0,5.0,10.0,7.0,10.0,10.0,0.0,0.0,10.0,10.0
7379521,2,73,1,3.0,,3,3,7.0,7.0,6.0,8.0,6.0,9.0,7.0,8.0,5.0,9.0,8.0
7379521,1,74,7,3.0,,3,3,4.0,0.0,2.0,3.0,0.0,8.0,2.0,8.0,5.0,4.0,5.0
7379524,1,91,9,3.0,65.0,3,3,10.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,10.0,3.0,2.0
7379524,2,81,1,3.0,50.0,3,3,10.0,3.0,6.0,8.0,8.0,8.0,10.0,0.0,0.0,8.0,5.0
7379525,2,61,1,4.0,3.0,3,3,10.0,8.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,9.0,8.0
7379526,2,60,2,6.0,35.0,3,3,10.0,99.0,1.0,9.0,8.0,9.0,0.0,0.0,10.0,8.0,3.0
7379529,2,63,1,3.0,,3,3,10.0,8.0,7.0,8.0,9.0,7.0,10.0,0.0,0.0,8.0,7.0
7379532,1,66,1,6.0,,3,3,8.0,4.0,9.0,9.0,8.0,5.0,8.0,1.0,0.0,10.0,8.0
7379532,2,64,2,6.0,,3,3,8.0,99.0,7.0,8.0,7.0,5.0,8.0,0.0,0.0,10.0,8.0
7379533,2,84,5,5.0,,3,3,7.0,2.0,8.0,9.0,8.0,9.0,7.0,1.0,0.0,10.0,8.0
7379534,2,67,1,6.0,,3,3,9.0,3.0,7.0,8.0,8.0,9.0,8.0,1.0,0.0,10.0,9.0
7379534,1,80,2,6.0,,3,3,9.0,0.0,8.0,10.0,5.0,8.0,8.0,2.0,0.0,10.0,8.0
7379536,1,83,1,3.0,,3,3,3.0,99.0,1.0,10.0,9.0,9.0,2.0,7.0,4.0,10.0,7.0
7379538,1,73,2,6.0,,3,3,9.0,8.0,8.0,9.0,9.0,9.0,9.0,0.0,0.0,10.0,10.0
7379538,2,61,1,6.0,,1,3,8.0,8.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0
7379538,1,98,5,3.0,,3,3,9.0,9.0,7.0,9.0,9.0,10.0,9.0,0.0,0.0,10.0,10.0
7379541,1,67,1,6.0,,3,3,7.0,5.0,6.0,8.0,5.0,3.0,7.0,3.0,0.0,10.0,7.0
7379546,2,61,1,3.0,30.0,3,3,9.0,7.0,9.0,8.0,9.0,8.0,8.0,4.0,0.0,10.0,8.0
7379547,2,76,1,3.0,12.0,3,3,8.0,2.0,8.0,9.0,6.0,8.0,7.0,2.0,0.0,10.0,7.0
7379551,2,68,1,4.0,,2,2,8.0,9.0,9.0,10.0,7.0,8.0,6.0,9.0,5.0,8.0,7.0
7379554,1,87,1,3.0,,3,3,10.0,10.0,10.0,9.0,10.0,8.0,10.0,1.0,0.0,10.0,10.0
7379556,2,80,1,3.0,,3,3,10.0,9.0,9.0,10.0,9.0,8.0,9.0,0.0,0.0,0.0,8.0
7379560,1,63,1,6.0,,2,2,7.0,7.0,9.0,7.0,8.0,6.0,7.0,9.0,6.0,6.0,6.0
7379560,2,67,2,6.0,,2,2,8.0,9.0,7.0,7.0,8.0,7.0,7.0,4.0,5.0,6.0,6.0
7379569,1,60,1,2.0,1.0,3,3,8.0,8.0,8.0,8.0,9.0,8.0,7.0,0.0,0.0,8.0,8.0
7379574,2,68,2,2.0,,3,3,7.0,3.0,9.0,9.0,8.0,8.0,7.0,3.0,3.0,8.0,8.0
7379577,2,64,1,4.0,3.0,3,3,10.0,7.0,7.0,7.0,6.0,8.0,8.0,8.0,7.0,10.0,10.0
7379579,2,67,1,4.0,,3,3,8.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,6.0,10.0,10.0
7379580,2,71,1,6.0,,3,3,8.0,7.0,8.0,7.0,6.0,8.0,10.0,8.0,6.0,9.0,10.0
7379580,1,72,2,6.0,,3,3,9.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0
7379585,2,67,1,4.0,,2,2,7.0,8.0,8.0,7.0,6.0,7.0,5.0,6.0,8.0,9.0,10.0
7379588,2,66,1,4.0,,3,3,10.0,8.0,7.0,7.0,7.0,8.0,9.0,5.0,4.0,7.0,5.0
7379590,1,66,1,4.0,,3,3,8.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,10.0,8.0
7379591,2,84,5,3.0,,3,3,7.0,99.0,6.0,8.0,6.0,8.0,6.0,3.0,2.0,9.0,7.0
7379594,1,61,1,4.0,,3,3,8.0,9.0,10.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0
7379598,2,66,1,2.0,,3,2,7.0,2.0,7.0,7.0,7.0,0.0,5.0,4.0,2.0,8.0,7.0
7379598,1,65,2,2.0,40.0,3,3,5.0,5.0,0.0,5.0,0.0,0.0,3.0,3.0,4.0,7.0,6.0
7379599,1,77,1,6.0,3.0,3,3,7.0,5.0,4.0,7.0,10.0,10.0,5.0,5.0,3.0,10.0,7.0
7379599,2,74,2,6.0,3.0,3,3,9.0,4.0,4.0,7.0,5.0,4.0,3.0,7.0,7.0,7.0,8.0
7379600,2,62,2,2.0,,3,1,8.0,3.0,9.0,10.0,10.0,2.0,8.0,4.0,0.0,10.0,8.0
7379600,2,82,5,3.0,,3,3,10.0,8.0,7.0,5.0,8.0,6.0,9.0,0.0,3.0,8.0,9.0
7379600,1,65,1,2.0,50.0,3,2,6.0,5.0,8.0,8.0,6.0,2.0,6.0,5.0,0.0,8.0,4.0
7379601,1,71,5,3.0,,3,3,8.0,6.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0
7379602,2,66,5,3.0,,3,3,10.0,10.0,8.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7379603,2,68,1,5.0,,3,3,8.0,5.0,6.0,7.0,7.0,3.0,8.0,0.0,0.0,7.0,7.0
7379603,2,71,7,5.0,,3,3,7.0,4.0,5.0,4.0,1.0,4.0,7.0,4.0,0.0,5.0,5.0
7379603,1,65,7,4.0,,3,3,7.0,5.0,3.0,3.0,0.0,4.0,7.0,2.0,0.0,2.0,4.0
7379604,1,63,1,2.0,,3,3,8.0,3.0,10.0,9.0,8.0,10.0,8.0,0.0,0.0,8.0,8.0
7379606,1,68,1,2.0,,3,3,4.0,3.0,6.0,8.0,3.0,5.0,6.0,5.0,4.0,10.0,6.0
7379608,1,75,1,6.0,,3,3,9.0,8.0,9.0,10.0,8.0,7.0,9.0,1.0,1.0,8.0,7.0
